0.0,1.690589922464189,0.117499275255
15.0,1.6521770806907614,0.0582657528996
-15.0,0.7171385840769846,0.025608273913
30.0,1.5951953342364988,0.0287987780522
-30.0,1.4816160009101829,0.0219870791082
45.0,1.0657376099860487,0.0155686500958
-45.0,0.8019230023395806,0.011666280529
60.0,0.6317658403984544,0.00904715347405
-60.0,0.5495455130829267,0.00741140924897
75.0,0.3045066296041496,0.00501438433321
-75.0,0.23608631910789285,0.00403769118283
90.0,0.16148526751745423,0.00302061410085
-90.0,0.16165817072455782,0.00284525224138
